LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
DNK,QGDP,TOT,PC_CHGPY,Q,2019-Q4,0.93778172,
DNK,QGDP,TOT,PC_CHGPY,Q,2020-Q1,0.397917572,
DNK,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-6.571479696,
DNK,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-1.097538568,
DNK,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-0.689547131,
DNK,QGDP,TOT,PC_CHGPY,Q,2021-Q1,0.033937931,
DNK,QGDP,TOT,PC_CHGPY,Q,2021-Q2,9.053834773,
DNK,QGDP,TOT,PC_CHGPY,Q,2021-Q3,3.876212501,
DNK,QGDP,TOT,PC_CHGPY,Q,2021-Q4,6.709379041,
DNK,QGDP,TOT,PC_CHGPY,Q,2022-Q1,6.235792958,
EST,QGDP,TOT,PC_CHGPY,Q,2002-Q2,7.931211295,
EST,QGDP,TOT,PC_CHGPY,Q,2002-Q3,7.867074301,
EST,QGDP,TOT,PC_CHGPY,Q,2002-Q4,7.085633449,
EST,QGDP,TOT,PC_CHGPY,Q,2003-Q1,8.783749493,
EST,QGDP,TOT,PC_CHGPY,Q,2003-Q2,7.54212061,
EST,QGDP,TOT,PC_CHGPY,Q,2003-Q3,6.465869505,
EST,QGDP,TOT,PC_CHGPY,Q,2003-Q4,8.451928408,
EST,QGDP,TOT,PC_CHGPY,Q,2004-Q1,8.478721467,
EST,QGDP,TOT,PC_CHGPY,Q,2004-Q2,5.302909114,
EST,QGDP,TOT,PC_CHGPY,Q,2004-Q3,6.635267647,
EST,QGDP,TOT,PC_CHGPY,Q,2004-Q4,6.081762672,
EST,QGDP,TOT,PC_CHGPY,Q,2005-Q1,5.498247479,
EST,QGDP,TOT,PC_CHGPY,Q,2005-Q2,10.426397924,
EST,QGDP,TOT,PC_CHGPY,Q,2005-Q3,10.570551548,
EST,QGDP,TOT,PC_CHGPY,Q,2005-Q4,10.820482174,
EST,QGDP,TOT,PC_CHGPY,Q,2006-Q1,11.409671883,
EST,QGDP,TOT,PC_CHGPY,Q,2006-Q2,9.4108701,
EST,QGDP,TOT,PC_CHGPY,Q,2006-Q3,9.299085575,
EST,QGDP,TOT,PC_CHGPY,Q,2006-Q4,9.482543918,
EST,QGDP,TOT,PC_CHGPY,Q,2007-Q1,10.572500103,
EST,QGDP,TOT,PC_CHGPY,Q,2007-Q2,8.72648911,
EST,QGDP,TOT,PC_CHGPY,Q,2007-Q3,6.50588047,
EST,QGDP,TOT,PC_CHGPY,Q,2007-Q4,3.303558109,
EST,QGDP,TOT,PC_CHGPY,Q,2008-Q1,-2.231634601,
EST,QGDP,TOT,PC_CHGPY,Q,2008-Q2,-1.622400327,
EST,QGDP,TOT,PC_CHGPY,Q,2008-Q3,-1.772982534,
EST,QGDP,TOT,PC_CHGPY,Q,2008-Q4,-12.838646962,
EST,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-13.223559503,
EST,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-16.995007045,
EST,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-18.666624229,
EST,QGDP,TOT,PC_CHGPY,Q,2009-Q4,-7.354948334,
EST,QGDP,TOT,PC_CHGPY,Q,2010-Q1,-3.519528481,
EST,QGDP,TOT,PC_CHGPY,Q,2010-Q2,1.115470002,
EST,QGDP,TOT,PC_CHGPY,Q,2010-Q3,4.656288565,
EST,QGDP,TOT,PC_CHGPY,Q,2010-Q4,6.356619602,
EST,QGDP,TOT,PC_CHGPY,Q,2011-Q1,7.037821333,
EST,QGDP,TOT,PC_CHGPY,Q,2011-Q2,7.716031061,
EST,QGDP,TOT,PC_CHGPY,Q,2011-Q3,7.933404404,
EST,QGDP,TOT,PC_CHGPY,Q,2011-Q4,5.677475232,
EST,QGDP,TOT,PC_CHGPY,Q,2012-Q1,4.19247132,
EST,QGDP,TOT,PC_CHGPY,Q,2012-Q2,3.49415799,
EST,QGDP,TOT,PC_CHGPY,Q,2012-Q3,2.302597156,
EST,QGDP,TOT,PC_CHGPY,Q,2012-Q4,3.245200186,
EST,QGDP,TOT,PC_CHGPY,Q,2013-Q1,3.127682175,
EST,QGDP,TOT,PC_CHGPY,Q,2013-Q2,1.617110917,
EST,QGDP,TOT,PC_CHGPY,Q,2013-Q3,0.860179795,
EST,QGDP,TOT,PC_CHGPY,Q,2013-Q4,-0.077656101,
EST,QGDP,TOT,PC_CHGPY,Q,2014-Q1,1.0782577,
EST,QGDP,TOT,PC_CHGPY,Q,2014-Q2,1.751805524,
EST,QGDP,TOT,PC_CHGPY,Q,2014-Q3,3.37277694,
EST,QGDP,TOT,PC_CHGPY,Q,2014-Q4,4.973341058,
EST,QGDP,TOT,PC_CHGPY,Q,2015-Q1,1.83531898,
EST,QGDP,TOT,PC_CHGPY,Q,2015-Q2,3.421855473,
EST,QGDP,TOT,PC_CHGPY,Q,2015-Q3,2.813994708,
EST,QGDP,TOT,PC_CHGPY,Q,2015-Q4,1.109257961,
EST,QGDP,TOT,PC_CHGPY,Q,2016-Q1,4.206456524,
EST,QGDP,TOT,PC_CHGPY,Q,2016-Q2,2.000615073,
EST,QGDP,TOT,PC_CHGPY,Q,2016-Q3,2.375348842,
EST,QGDP,TOT,PC_CHGPY,Q,2016-Q4,3.794324208,
EST,QGDP,TOT,PC_CHGPY,Q,2017-Q1,4.150613845,
EST,QGDP,TOT,PC_CHGPY,Q,2017-Q2,6.325982442,
EST,QGDP,TOT,PC_CHGPY,Q,2017-Q3,5.53104187,
EST,QGDP,TOT,PC_CHGPY,Q,2017-Q4,5.788772162,
EST,QGDP,TOT,PC_CHGPY,Q,2018-Q1,4.843948511,
EST,QGDP,TOT,PC_CHGPY,Q,2018-Q2,3.687958548,
EST,QGDP,TOT,PC_CHGPY,Q,2018-Q3,4.024761805,
EST,QGDP,TOT,PC_CHGPY,Q,2018-Q4,3.954152029,
EST,QGDP,TOT,PC_CHGPY,Q,2019-Q1,4.54629379,
EST,QGDP,TOT,PC_CHGPY,Q,2019-Q2,4.184224789,
EST,QGDP,TOT,PC_CHGPY,Q,2019-Q3,4.196398995,
EST,QGDP,TOT,PC_CHGPY,Q,2019-Q4,3.156881756,
EST,QGDP,TOT,PC_CHGPY,Q,2020-Q1,0.269641261,
EST,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-5.924963172,
EST,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-3.286845973,
EST,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-1.554036058,
EST,QGDP,TOT,PC_CHGPY,Q,2021-Q1,3.241593678,
EST,QGDP,TOT,PC_CHGPY,Q,2021-Q2,12.141899257,
EST,QGDP,TOT,PC_CHGPY,Q,2021-Q3,9.279241116,
EST,QGDP,TOT,PC_CHGPY,Q,2021-Q4,8.36574666,
EST,QGDP,TOT,PC_CHGPY,Q,2022-Q1,4.686746666,
ARG,QGDP,TOT,PC_CHGPY,Q,2002-Q2,-14.147871056,
ARG,QGDP,TOT,PC_CHGPY,Q,2002-Q3,-9.897878081,
ARG,QGDP,TOT,PC_CHGPY,Q,2002-Q4,-3.483175649,
ARG,QGDP,TOT,PC_CHGPY,Q,2003-Q1,5.274229353,
ARG,QGDP,TOT,PC_CHGPY,Q,2003-Q2,8.146920201,
ARG,QGDP,TOT,PC_CHGPY,Q,2003-Q3,10.707165722,
ARG,QGDP,TOT,PC_CHGPY,Q,2003-Q4,11.646839589,
ARG,QGDP,TOT,PC_CHGPY,Q,2004-Q1,11.150202963,
ARG,QGDP,TOT,PC_CHGPY,Q,2004-Q2,6.551562346,
ARG,QGDP,TOT,PC_CHGPY,Q,2004-Q3,9.236910569,
ARG,QGDP,TOT,PC_CHGPY,Q,2004-Q4,8.772761154,
ARG,QGDP,TOT,PC_CHGPY,Q,2005-Q1,8.412810248,
ARG,QGDP,TOT,PC_CHGPY,Q,2005-Q2,11.913053215,
ARG,QGDP,TOT,PC_CHGPY,Q,2005-Q3,7.342234448,
ARG,QGDP,TOT,PC_CHGPY,Q,2005-Q4,7.882682838,
ARG,QGDP,TOT,PC_CHGPY,Q,2006-Q1,7.558080527,
ARG,QGDP,TOT,PC_CHGPY,Q,2006-Q2,6.651125111,
ARG,QGDP,TOT,PC_CHGPY,Q,2006-Q3,8.861934777,
ARG,QGDP,TOT,PC_CHGPY,Q,2006-Q4,9.073696301,
ARG,QGDP,TOT,PC_CHGPY,Q,2007-Q1,8.761185554,
ARG,QGDP,TOT,PC_CHGPY,Q,2007-Q2,9.807296355,
ARG,QGDP,TOT,PC_CHGPY,Q,2007-Q3,8.263909401,
ARG,QGDP,TOT,PC_CHGPY,Q,2007-Q4,9.206222737,
ARG,QGDP,TOT,PC_CHGPY,Q,2008-Q1,7.700870152,
ARG,QGDP,TOT,PC_CHGPY,Q,2008-Q2,6.005217788,
ARG,QGDP,TOT,PC_CHGPY,Q,2008-Q3,5.435573945,
ARG,QGDP,TOT,PC_CHGPY,Q,2008-Q4,-2.558018595,
ARG,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-6.986582114,
ARG,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-9.496912277,
ARG,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-6.717097958,
ARG,QGDP,TOT,PC_CHGPY,Q,2009-Q4,-0.247670174,
ARG,QGDP,TOT,PC_CHGPY,Q,2010-Q1,6.685319313,
ARG,QGDP,TOT,PC_CHGPY,Q,2010-Q2,13.96171344,
ARG,QGDP,TOT,PC_CHGPY,Q,2010-Q3,10.240862351,
ARG,QGDP,TOT,PC_CHGPY,Q,2010-Q4,9.708101974,
ARG,QGDP,TOT,PC_CHGPY,Q,2011-Q1,9.045754732,
ARG,QGDP,TOT,PC_CHGPY,Q,2011-Q2,5.295435745,
ARG,QGDP,TOT,PC_CHGPY,Q,2011-Q3,5.583233026,
ARG,QGDP,TOT,PC_CHGPY,Q,2011-Q4,4.259054193,
ARG,QGDP,TOT,PC_CHGPY,Q,2012-Q1,0.724049715,
ARG,QGDP,TOT,PC_CHGPY,Q,2012-Q2,-3.637377495,
ARG,QGDP,TOT,PC_CHGPY,Q,2012-Q3,-1.396210929,
ARG,QGDP,TOT,PC_CHGPY,Q,2012-Q4,0.212512932,
ARG,QGDP,TOT,PC_CHGPY,Q,2013-Q1,1.315854176,
ARG,QGDP,TOT,PC_CHGPY,Q,2013-Q2,5.434616186,
ARG,QGDP,TOT,PC_CHGPY,Q,2013-Q3,2.867178386,
ARG,QGDP,TOT,PC_CHGPY,Q,2013-Q4,0.138958677,
ARG,QGDP,TOT,PC_CHGPY,Q,2014-Q1,-1.365087535,
ARG,QGDP,TOT,PC_CHGPY,Q,2014-Q2,-2.432895372,
ARG,QGDP,TOT,PC_CHGPY,Q,2014-Q3,-3.851677915,
ARG,QGDP,TOT,PC_CHGPY,Q,2014-Q4,-2.385855269,
ARG,QGDP,TOT,PC_CHGPY,Q,2015-Q1,0.554493409,
ARG,QGDP,TOT,PC_CHGPY,Q,2015-Q2,3.494239865,
ARG,QGDP,TOT,PC_CHGPY,Q,2015-Q3,4.296603555,
ARG,QGDP,TOT,PC_CHGPY,Q,2015-Q4,2.604318839,
ARG,QGDP,TOT,PC_CHGPY,Q,2016-Q1,0.194257885,
ARG,QGDP,TOT,PC_CHGPY,Q,2016-Q2,-3.636651867,
ARG,QGDP,TOT,PC_CHGPY,Q,2016-Q3,-3.265684102,
ARG,QGDP,TOT,PC_CHGPY,Q,2016-Q4,-1.555893643,
ARG,QGDP,TOT,PC_CHGPY,Q,2017-Q1,0.223628377,
ARG,QGDP,TOT,PC_CHGPY,Q,2017-Q2,2.954157977,
ARG,QGDP,TOT,PC_CHGPY,Q,2017-Q3,3.830807619,
ARG,QGDP,TOT,PC_CHGPY,Q,2017-Q4,4.28944195,
ARG,QGDP,TOT,PC_CHGPY,Q,2018-Q1,3.017229751,
ARG,QGDP,TOT,PC_CHGPY,Q,2018-Q2,-2.760719241,
ARG,QGDP,TOT,PC_CHGPY,Q,2018-Q3,-4.128009879,
ARG,QGDP,TOT,PC_CHGPY,Q,2018-Q4,-6.431841357,
ARG,QGDP,TOT,PC_CHGPY,Q,2019-Q1,-6.061018405,
ARG,QGDP,TOT,PC_CHGPY,Q,2019-Q2,-0.860637215,
ARG,QGDP,TOT,PC_CHGPY,Q,2019-Q3,-0.321809302,
ARG,QGDP,TOT,PC_CHGPY,Q,2019-Q4,-0.53848677,
ARG,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-4.843264829,
ARG,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-19.764999245,
ARG,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-10.265705544,
ARG,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-4.796955772,
ARG,QGDP,TOT,PC_CHGPY,Q,2021-Q1,2.831550759,
ARG,QGDP,TOT,PC_CHGPY,Q,2021-Q2,20.124167475,
ARG,QGDP,TOT,PC_CHGPY,Q,2021-Q3,11.449361196,
ARG,QGDP,TOT,PC_CHGPY,Q,2021-Q4,8.69569361,
ARG,QGDP,TOT,PC_CHGPY,Q,2022-Q1,6.082677386,
AUT,QGDP,TOT,PC_CHGPY,Q,2002-Q2,1.998601655,
AUT,QGDP,TOT,PC_CHGPY,Q,2002-Q3,2.269985703,
AUT,QGDP,TOT,PC_CHGPY,Q,2002-Q4,1.28706163,
AUT,QGDP,TOT,PC_CHGPY,Q,2003-Q1,1.124260768,
AUT,QGDP,TOT,PC_CHGPY,Q,2003-Q2,0.739202472,
AUT,QGDP,TOT,PC_CHGPY,Q,2003-Q3,0.746834372,
AUT,QGDP,TOT,PC_CHGPY,Q,2003-Q4,1.314119441,
AUT,QGDP,TOT,PC_CHGPY,Q,2004-Q1,1.546452622,
AUT,QGDP,TOT,PC_CHGPY,Q,2004-Q2,2.292374391,
AUT,QGDP,TOT,PC_CHGPY,Q,2004-Q3,2.981643737,
AUT,QGDP,TOT,PC_CHGPY,Q,2004-Q4,3.188852874,
AUT,QGDP,TOT,PC_CHGPY,Q,2005-Q1,2.123687191,
AUT,QGDP,TOT,PC_CHGPY,Q,2005-Q2,2.439920891,
AUT,QGDP,TOT,PC_CHGPY,Q,2005-Q3,2.177953528,
AUT,QGDP,TOT,PC_CHGPY,Q,2005-Q4,2.737122452,
AUT,QGDP,TOT,PC_CHGPY,Q,2006-Q1,3.949099601,
AUT,QGDP,TOT,PC_CHGPY,Q,2006-Q2,3.123357302,
AUT,QGDP,TOT,PC_CHGPY,Q,2006-Q3,3.557697667,
AUT,QGDP,TOT,PC_CHGPY,Q,2006-Q4,3.704024924,
AUT,QGDP,TOT,PC_CHGPY,Q,2007-Q1,3.538805806,
AUT,QGDP,TOT,PC_CHGPY,Q,2007-Q2,4.370970748,
AUT,QGDP,TOT,PC_CHGPY,Q,2007-Q3,3.523214556,
AUT,QGDP,TOT,PC_CHGPY,Q,2007-Q4,3.327252588,
AUT,QGDP,TOT,PC_CHGPY,Q,2008-Q1,3.058475736,
AUT,QGDP,TOT,PC_CHGPY,Q,2008-Q2,2.720115413,
AUT,QGDP,TOT,PC_CHGPY,Q,2008-Q3,1.699802647,
AUT,QGDP,TOT,PC_CHGPY,Q,2008-Q4,-1.417296854,
AUT,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-3.760187264,
AUT,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-5.299412217,
AUT,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-4.273100389,
AUT,QGDP,TOT,PC_CHGPY,Q,2009-Q4,-1.601684146,
AUT,QGDP,TOT,PC_CHGPY,Q,2010-Q1,-0.289678167,
AUT,QGDP,TOT,PC_CHGPY,Q,2010-Q2,1.849539086,
AUT,QGDP,TOT,PC_CHGPY,Q,2010-Q3,2.326798671,
AUT,QGDP,TOT,PC_CHGPY,Q,2010-Q4,3.021779599,
AUT,QGDP,TOT,PC_CHGPY,Q,2011-Q1,4.337106781,
AUT,QGDP,TOT,PC_CHGPY,Q,2011-Q2,3.205992377,
AUT,QGDP,TOT,PC_CHGPY,Q,2011-Q3,2.976350101,
AUT,QGDP,TOT,PC_CHGPY,Q,2011-Q4,1.755440126,
AUT,QGDP,TOT,PC_CHGPY,Q,2012-Q1,1.692384699,
AUT,QGDP,TOT,PC_CHGPY,Q,2012-Q2,1.023519013,
AUT,QGDP,TOT,PC_CHGPY,Q,2012-Q3,0.171769777,
AUT,QGDP,TOT,PC_CHGPY,Q,2012-Q4,0.150744648,
AUT,QGDP,TOT,PC_CHGPY,Q,2013-Q1,-0.819820072,
AUT,QGDP,TOT,PC_CHGPY,Q,2013-Q2,-0.333982131,
AUT,QGDP,TOT,PC_CHGPY,Q,2013-Q3,0.301333198,
AUT,QGDP,TOT,PC_CHGPY,Q,2013-Q4,0.74878389,
AUT,QGDP,TOT,PC_CHGPY,Q,2014-Q1,0.703643381,
AUT,QGDP,TOT,PC_CHGPY,Q,2014-Q2,1.300266768,
AUT,QGDP,TOT,PC_CHGPY,Q,2014-Q3,0.742130165,
AUT,QGDP,TOT,PC_CHGPY,Q,2014-Q4,0.484917462,
AUT,QGDP,TOT,PC_CHGPY,Q,2015-Q1,0.992794467,
AUT,QGDP,TOT,PC_CHGPY,Q,2015-Q2,0.514622316,
AUT,QGDP,TOT,PC_CHGPY,Q,2015-Q3,1.183173071,
AUT,QGDP,TOT,PC_CHGPY,Q,2015-Q4,1.172421542,
AUT,QGDP,TOT,PC_CHGPY,Q,2016-Q1,1.973503801,
AUT,QGDP,TOT,PC_CHGPY,Q,2016-Q2,1.655839552,
AUT,QGDP,TOT,PC_CHGPY,Q,2016-Q3,1.63552439,
AUT,QGDP,TOT,PC_CHGPY,Q,2016-Q4,2.547777554,
AUT,QGDP,TOT,PC_CHGPY,Q,2017-Q1,1.917776073,
AUT,QGDP,TOT,PC_CHGPY,Q,2017-Q2,2.651724301,
AUT,QGDP,TOT,PC_CHGPY,Q,2017-Q3,2.617094119,
AUT,QGDP,TOT,PC_CHGPY,Q,2017-Q4,2.301502832,
AUT,QGDP,TOT,PC_CHGPY,Q,2018-Q1,2.749520967,
AUT,QGDP,TOT,PC_CHGPY,Q,2018-Q2,2.514052505,
AUT,QGDP,TOT,PC_CHGPY,Q,2018-Q3,2.126968367,
AUT,QGDP,TOT,PC_CHGPY,Q,2018-Q4,2.444950925,
AUT,QGDP,TOT,PC_CHGPY,Q,2019-Q1,2.388187918,
AUT,QGDP,TOT,PC_CHGPY,Q,2019-Q2,1.55555611,
AUT,QGDP,TOT,PC_CHGPY,Q,2019-Q3,1.624014839,
AUT,QGDP,TOT,PC_CHGPY,Q,2019-Q4,0.334707209,
AUT,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-3.033312613,
AUT,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-13.688759892,
AUT,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-4.545700096,
AUT,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-6.103463206,
AUT,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-4.108756504,
AUT,QGDP,TOT,PC_CHGPY,Q,2021-Q2,12.902030532,
AUT,QGDP,TOT,PC_CHGPY,Q,2021-Q3,5.33082136,
AUT,QGDP,TOT,PC_CHGPY,Q,2021-Q4,6.513182833,
AUT,QGDP,TOT,PC_CHGPY,Q,2022-Q1,8.682032099,
AUT,QGDP,TOT,PC_CHGPY,Q,2022-Q2,4.659782083,
KOR,QGDP,TOT,PC_CHGPY,Q,2002-Q2,7.677398844,
KOR,QGDP,TOT,PC_CHGPY,Q,2002-Q3,8.390946792,
KOR,QGDP,TOT,PC_CHGPY,Q,2002-Q4,7.68238505,
KOR,QGDP,TOT,PC_CHGPY,Q,2003-Q1,4.318227912,
KOR,QGDP,TOT,PC_CHGPY,Q,2003-Q2,2.30354585,
KOR,QGDP,TOT,PC_CHGPY,Q,2003-Q3,2.214156235,
KOR,QGDP,TOT,PC_CHGPY,Q,2003-Q4,3.773317382,
KOR,QGDP,TOT,PC_CHGPY,Q,2004-Q1,5.772676581,
KOR,QGDP,TOT,PC_CHGPY,Q,2004-Q2,6.744794051,
KOR,QGDP,TOT,PC_CHGPY,Q,2004-Q3,5.145618814,
KOR,QGDP,TOT,PC_CHGPY,Q,2004-Q4,3.218131462,
KOR,QGDP,TOT,PC_CHGPY,Q,2005-Q1,2.806402673,
KOR,QGDP,TOT,PC_CHGPY,Q,2005-Q2,3.95274556,
KOR,QGDP,TOT,PC_CHGPY,Q,2005-Q3,5.091342447,
KOR,QGDP,TOT,PC_CHGPY,Q,2005-Q4,5.356820232,
KOR,QGDP,TOT,PC_CHGPY,Q,2006-Q1,6.180250599,
KOR,QGDP,TOT,PC_CHGPY,Q,2006-Q2,4.975060286,
KOR,QGDP,TOT,PC_CHGPY,Q,2006-Q3,5.08739741,
KOR,QGDP,TOT,PC_CHGPY,Q,2006-Q4,4.844886613,
KOR,QGDP,TOT,PC_CHGPY,Q,2007-Q1,4.880914676,
KOR,QGDP,TOT,PC_CHGPY,Q,2007-Q2,5.921792787,
KOR,QGDP,TOT,PC_CHGPY,Q,2007-Q3,5.463010624,
KOR,QGDP,TOT,PC_CHGPY,Q,2007-Q4,6.904624178,
KOR,QGDP,TOT,PC_CHGPY,Q,2008-Q1,5.567555979,
KOR,QGDP,TOT,PC_CHGPY,Q,2008-Q2,4.315216973,
KOR,QGDP,TOT,PC_CHGPY,Q,2008-Q3,3.946152422,
KOR,QGDP,TOT,PC_CHGPY,Q,2008-Q4,-1.589977756,
KOR,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-1.896186505,
KOR,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-1.106362311,
KOR,QGDP,TOT,PC_CHGPY,Q,2009-Q3,1.028926786,
KOR,QGDP,TOT,PC_CHGPY,Q,2009-Q4,5.239425329,
KOR,QGDP,TOT,PC_CHGPY,Q,2010-Q1,7.204676456,
KOR,QGDP,TOT,PC_CHGPY,Q,2010-Q2,7.804557338,
KOR,QGDP,TOT,PC_CHGPY,Q,2010-Q3,5.881250359,
KOR,QGDP,TOT,PC_CHGPY,Q,2010-Q4,6.377779149,
KOR,QGDP,TOT,PC_CHGPY,Q,2011-Q1,5.307370682,
KOR,QGDP,TOT,PC_CHGPY,Q,2011-Q2,3.851242513,
KOR,QGDP,TOT,PC_CHGPY,Q,2011-Q3,3.205589616,
KOR,QGDP,TOT,PC_CHGPY,Q,2011-Q4,2.44390986,
KOR,QGDP,TOT,PC_CHGPY,Q,2012-Q1,2.375435273,
KOR,QGDP,TOT,PC_CHGPY,Q,2012-Q2,2.452028853,
KOR,QGDP,TOT,PC_CHGPY,Q,2012-Q3,2.376054121,
KOR,QGDP,TOT,PC_CHGPY,Q,2012-Q4,2.406572286,
KOR,QGDP,TOT,PC_CHGPY,Q,2013-Q1,2.400235896,
KOR,QGDP,TOT,PC_CHGPY,Q,2013-Q2,3.01136111,
KOR,QGDP,TOT,PC_CHGPY,Q,2013-Q3,3.426039693,
KOR,QGDP,TOT,PC_CHGPY,Q,2013-Q4,3.809548274,
KOR,QGDP,TOT,PC_CHGPY,Q,2014-Q1,3.807026389,
KOR,QGDP,TOT,PC_CHGPY,Q,2014-Q2,3.511206116,
KOR,QGDP,TOT,PC_CHGPY,Q,2014-Q3,2.952028768,
KOR,QGDP,TOT,PC_CHGPY,Q,2014-Q4,2.559839124,
KOR,QGDP,TOT,PC_CHGPY,Q,2015-Q1,2.476850565,
KOR,QGDP,TOT,PC_CHGPY,Q,2015-Q2,2.07600271,
KOR,QGDP,TOT,PC_CHGPY,Q,2015-Q3,3.227562264,
KOR,QGDP,TOT,PC_CHGPY,Q,2015-Q4,3.446680643,
KOR,QGDP,TOT,PC_CHGPY,Q,2016-Q1,2.944299298,
KOR,QGDP,TOT,PC_CHGPY,Q,2016-Q2,3.685212105,
KOR,QGDP,TOT,PC_CHGPY,Q,2016-Q3,2.635483116,
KOR,QGDP,TOT,PC_CHGPY,Q,2016-Q4,2.535855139,
KOR,QGDP,TOT,PC_CHGPY,Q,2017-Q1,3.250362981,
KOR,QGDP,TOT,PC_CHGPY,Q,2017-Q2,2.748612925,
KOR,QGDP,TOT,PC_CHGPY,Q,2017-Q3,3.798342429,
KOR,QGDP,TOT,PC_CHGPY,Q,2017-Q4,2.842895766,
KOR,QGDP,TOT,PC_CHGPY,Q,2018-Q1,3.068029674,
KOR,QGDP,TOT,PC_CHGPY,Q,2018-Q2,2.988155235,
KOR,QGDP,TOT,PC_CHGPY,Q,2018-Q3,2.266327255,
KOR,QGDP,TOT,PC_CHGPY,Q,2018-Q4,3.312977757,
KOR,QGDP,TOT,PC_CHGPY,Q,2019-Q1,1.879306135,
KOR,QGDP,TOT,PC_CHGPY,Q,2019-Q2,2.3078418,
KOR,QGDP,TOT,PC_CHGPY,Q,2019-Q3,2.101246854,
KOR,QGDP,TOT,PC_CHGPY,Q,2019-Q4,2.679990632,
KOR,QGDP,TOT,PC_CHGPY,Q,2020-Q1,1.508265648,
KOR,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-2.596707233,
KOR,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-0.832931497,
KOR,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-0.889112426,
KOR,QGDP,TOT,PC_CHGPY,Q,2021-Q1,2.186322733,P
KOR,QGDP,TOT,PC_CHGPY,Q,2021-Q2,6.254134737,P
KOR,QGDP,TOT,PC_CHGPY,Q,2021-Q3,4.038118083,P
KOR,QGDP,TOT,PC_CHGPY,Q,2021-Q4,4.165612121,P
KOR,QGDP,TOT,PC_CHGPY,Q,2022-Q1,3.04934859,P
KOR,QGDP,TOT,PC_CHGPY,Q,2022-Q2,2.94187757,P
NOR,QGDP,TOT,PC_CHGPY,Q,2002-Q2,3.161011274,
NOR,QGDP,TOT,PC_CHGPY,Q,2002-Q3,0.39411656,
NOR,QGDP,TOT,PC_CHGPY,Q,2002-Q4,0.653043538,
NOR,QGDP,TOT,PC_CHGPY,Q,2003-Q1,1.72265858,
NOR,QGDP,TOT,PC_CHGPY,Q,2003-Q2,-0.822423342,
NOR,QGDP,TOT,PC_CHGPY,Q,2003-Q3,2.08615488,
NOR,QGDP,TOT,PC_CHGPY,Q,2003-Q4,0.978627379,
NOR,QGDP,TOT,PC_CHGPY,Q,2004-Q1,4.531030867,
NOR,QGDP,TOT,PC_CHGPY,Q,2004-Q2,5.247423309,
NOR,QGDP,TOT,PC_CHGPY,Q,2004-Q3,2.590648363,
NOR,QGDP,TOT,PC_CHGPY,Q,2004-Q4,3.565399274,
NOR,QGDP,TOT,PC_CHGPY,Q,2005-Q1,1.652411811,
NOR,QGDP,TOT,PC_CHGPY,Q,2005-Q2,1.975538457,
NOR,QGDP,TOT,PC_CHGPY,Q,2005-Q3,4.022621316,
NOR,QGDP,TOT,PC_CHGPY,Q,2005-Q4,3.242347929,
NOR,QGDP,TOT,PC_CHGPY,Q,2006-Q1,2.236542887,
NOR,QGDP,TOT,PC_CHGPY,Q,2006-Q2,1.830309635,
NOR,QGDP,TOT,PC_CHGPY,Q,2006-Q3,2.028880944,
NOR,QGDP,TOT,PC_CHGPY,Q,2006-Q4,3.663027189,
NOR,QGDP,TOT,PC_CHGPY,Q,2007-Q1,3.081328949,
NOR,QGDP,TOT,PC_CHGPY,Q,2007-Q2,2.950936351,
NOR,QGDP,TOT,PC_CHGPY,Q,2007-Q3,3.212887301,
NOR,QGDP,TOT,PC_CHGPY,Q,2007-Q4,2.460709196,
NOR,QGDP,TOT,PC_CHGPY,Q,2008-Q1,1.097354766,
NOR,QGDP,TOT,PC_CHGPY,Q,2008-Q2,1.149481624,
